,index_,tree_name,r_raw_mean,r_glcm_mean,r_mean_homogeneity,r_mean_contrast,r_mean_dissimilarity,r_mean_ASM,r_mean_correlation,r_mean_energy,g_raw_mean,g_glcm_mean,g_mean_homogeneity,g_mean_contrast,g_mean_dissimilarity,g_mean_ASM,g_mean_correlation,g_mean_energy,b_raw_mean,b_glcm_mean,b_mean_homogeneity,b_mean_contrast,b_mean_dissimilarity,b_mean_ASM,b_mean_correlation,b_mean_energy,RE_raw_mean,RE_glcm_mean,RE_mean_homogeneity,RE_mean_contrast,RE_mean_dissimilarity,RE_mean_ASM,RE_mean_correlation,RE_mean_energy,NIR_raw_mean,NIR_glcm_mean,NIR_mean_homogeneity,NIR_mean_contrast,NIR_mean_dissimilarity,NIR_mean_ASM,NIR_mean_correlation,NIR_mean_energy,id_based_on_tree_name
10,10,Cinnamomum Iners,191.81557606263985,4.329681396484375,0.108868354528225,337.60354372054064,12.49775908241386,0.0001959597050268,0.9152419409245942,0.0139624176212469,207.2738255033557,4.329681396484375,0.1280281631590559,321.93386144825496,12.028508823587645,0.0004980092171383,0.9080906910640794,0.0222287001422343,89.07354586129753,4.329681396484375,0.093672900948154,279.3594960871779,12.23246335971188,0.0001794706711968,0.8761035381997743,0.0133647180398156,104.03187919463087,4.329681396484375,0.1362997816672219,149.5761006192235,8.587549544323872,0.0002307064348403,0.9435429296341648,0.0151483096256772,136.9537192393736,4.329681396484375,0.1680324135472209,94.87164024933828,6.654070943692809,0.0003298384068023,0.958815084935705,0.018111296413241,4
11,11,Clausena Excavata,159.46877828054298,1.329254150390625,0.1336397291250534,192.3138267113577,9.539765533523797,0.0003550072141635,0.9115774638527012,0.0187890840278978,182.83429864253392,1.329254150390625,0.1324033142329245,197.26399078861655,9.628316903684254,0.0003638150947217,0.9191515463173644,0.0190257388040218,82.66162895927602,1.329254150390625,0.1330117593186442,162.0181101748944,8.965535173520642,0.0004485981467331,0.8604026139644927,0.0211252981228832,88.45149321266969,1.329254150390625,0.1830129948973127,57.88393361369501,5.600032539849497,0.0004975477538893,0.9616294297062736,0.0222471469145039,120.09113122171944,1.329254150390625,0.2082529711083408,44.079752467474265,4.842920635755744,0.0005873741791069,0.971826912902268,0.0241744504415285,6
12,12,Cinnamomum Iners,179.74957566261915,7.4339599609375,0.1153142740133296,239.648260488503,10.696415414036904,0.0001802855772429,0.9174617430741216,0.0133782360771241,194.0960960960961,7.4339599609375,0.1206150636323835,238.88763275249204,10.58900999912509,0.0002140440834414,0.9126173687515406,0.0145711748545876,94.68083300691995,7.4339599609375,0.1120711040662556,196.9788564066633,10.12107012495125,0.0002570985948749,0.870956356825703,0.0159779337212851,91.26514558036295,7.4339599609375,0.1517360667513132,121.44223853120886,7.649897128228357,0.0002812611381272,0.9464166913740716,0.0167226369344736,122.73459328894111,7.4339599609375,0.1647706641227386,92.4352656544284,6.674580377284986,0.0003124242803758,0.9580230362254348,0.0176229236318768,4
13,13,Alstonia Angulstiloba,225.9289029535865,7.476531982421875,0.1939487019972258,120.129266392445,7.136580104145414,0.0011678866028252,0.9024132701581836,0.0341049604665475,234.0340311587147,7.476531982421875,0.2084537535896876,112.10280147971294,6.793494767493769,0.0022486586240143,0.8774172561921286,0.0473251647347533,95.37422914638104,7.476531982421875,0.1359178578961861,134.31502364183433,8.282365252456836,0.0004126709590071,0.8691951401535591,0.0202660005185605,127.52293086660175,7.476531982421875,0.1476533029049425,85.25562780343975,6.857299791070695,0.000404883022401,0.9392204245207524,0.0200548829069117,142.06527101590393,7.476531982421875,0.1718004373810956,63.12511852067832,5.840670946514648,0.0005762132102875,0.9368934681711067,0.0239433944996707,0
14,14,Spathodea Campanulatum,201.81733569921997,7.247528076171875,0.1128430181274659,231.66351543547347,10.74588452155283,0.0002684187073526,0.871554615571751,0.0163396616641013,217.52683384110617,7.247528076171875,0.1313079210020206,221.7479603413804,10.377384558917122,0.000639686245137,0.8593865117528954,0.0251923297050438,133.6870333790887,7.247528076171875,0.110342527078016,215.98275247865035,10.542029560727393,0.0002780084685324,0.8536353842401285,0.0166322565439474,123.95001506578728,7.247528076171875,0.1152631848225587,171.50263788515008,9.513212407258498,0.0002559877887002,0.905677223657362,0.0159575641497748,159.36149519568784,7.247528076171875,0.149607652849177,110.98296956103488,7.378765857888867,0.0004016707194039,0.9275894186138016,0.0199856222465556,16
15,15,Clausena Excavata,181.0445710621084,4.911773681640625,0.1248912014757994,216.49021047562812,10.094869414047997,0.0002496998347214,0.9224913786049364,0.015764607197209,200.8414483745252,4.911773681640625,0.130249073431807,219.2748304212033,10.071956593665904,0.0002803217564464,0.924189849501682,0.0167021567675521,90.6446401262888,4.911773681640625,0.1199401004631535,184.78217875958072,9.675939315730284,0.0002786428551394,0.8877908488592579,0.0166544474061419,96.5486902471511,4.911773681640625,0.1777049567102144,68.76433674711157,5.981121790525931,0.0003829407486176,0.963195150994774,0.0195141569351079,128.1820827783533,4.911773681640625,0.2022120808767077,53.70611615001751,5.152780329973405,0.0004778015694963,0.9718797614599998,0.0217961541029142,6
16,16,Syzygium Polyanthum,175.82717136150234,2.8837890625,0.1118030644553323,294.84430330140555,11.782176554214972,0.0001718138575611,0.934762654548072,0.0130855637261093,190.5028085177733,2.8837890625,0.1228028175403011,287.5917342461282,11.526937367932916,0.0003611747777308,0.935525401829752,0.0189582414392109,103.81317069081152,2.8837890625,0.0991100963817354,264.24765601792944,11.603761395327986,0.0002193076658209,0.8633460516687365,0.0147814177358253,94.70535714285714,2.8837890625,0.1644573294238765,95.37977271284016,6.934950379966964,0.000307635622955,0.9649609633994144,0.0174972255389521,140.95850100603622,2.8837890625,0.1861380672337219,73.06185908200601,5.838726672651816,0.0003845980724268,0.9734628839401402,0.0195625439545848,18
17,17,Sandoricum Koetjape,172.2249946774537,14.2698974609375,0.1261627276691969,303.3800968891808,11.53696930242516,0.000216948951867,0.9519890889519862,0.0146881803468466,188.4841813923781,14.2698974609375,0.1320850264929296,285.04925987891284,11.216513178099966,0.0002983848451285,0.9454447139927392,0.0172239153932682,85.57368533106238,14.2698974609375,0.1078492323203063,242.57711706598369,11.119165120773475,0.0001709753226506,0.912273025336326,0.013042240413171,86.7525399190973,14.2698974609375,0.1901774845865441,100.66944254259056,6.571901824992138,0.0003188145956252,0.9684167713731412,0.0178008320769998,122.42402384500744,14.2698974609375,0.2138987206179713,70.35458432850388,5.315947402499207,0.0003662317122461,0.9786357916116912,0.0190779554409529,14
18,18,Sterculia Parviflora,190.83584072525497,3.09466552734375,0.1100318363119599,197.5893180751497,10.25330609525356,0.0002534941302622,0.903340621255276,0.0158886205781963,209.0606463209722,3.09466552734375,0.1163591971943213,191.62961314569404,10.071565025757216,0.0003057505478261,0.8992521734058446,0.0174416420710067,102.76335430424758,3.09466552734375,0.1091490356861908,181.61073543255884,9.985146823536052,0.0002782657783041,0.8664519800541892,0.0166462835542336,93.62732992067524,3.09466552734375,0.1614226085305603,82.09797490830573,6.663292850555121,0.0003959780035745,0.9445954797215604,0.0198473237498055,130.77617131022626,3.09466552734375,0.1848418148950579,64.2839997896081,5.718079783843464,0.0004388751499393,0.9649101886968626,0.0208914873734986,17
19,19,Alstonia Angulstiloba,209.7715417029933,6.677734375,0.1529884637229549,134.29261904999646,8.041602155370375,0.0004069240486447,0.8944789794658641,0.0201276554117192,227.65994623655916,6.677734375,0.1815246669130034,120.85642116824688,7.533690883537551,0.0011319649881662,0.8723676661432371,0.0335564092948512,130.3650101714618,6.677734375,0.1287574129943036,137.10343163365107,8.54343141913944,0.0003110182651593,0.9043878437679376,0.0175947126862648,123.990046498111,6.677734375,0.1354020124815268,106.97303055876743,7.665330517179857,0.0003795963646242,0.9013827514699896,0.0194388934627973,152.5127506538797,6.677734375,0.1752653383903728,58.49733756230032,5.66263826456944,0.0006350363806072,0.9185910042942218,0.0251377675331438,0
20,20,Claoxylon Indicum,179.69724375538328,2.24200439453125,0.0973275607612521,287.76244436236914,12.217107284429463,0.0001990242103583,0.9015445566358492,0.0140820689366891,200.00059216192935,2.24200439453125,0.1032942154849625,284.8472866292874,12.097266669599469,0.000247785990228,0.9006874903675129,0.0157022167480668,111.90116279069768,2.24200439453125,0.0925272940601727,282.04583130970826,12.250707262600848,0.0001957375918535,0.879543573414431,0.0139644190744612,71.38964254952627,2.24200439453125,0.1873272712204143,61.61354357157515,5.714419387621715,0.0005637996029702,0.93970446466948,0.0236800174122684,103.98627260981912,2.24200439453125,0.1994343069069074,52.21724961489348,5.175533390298469,0.000607849608171,0.9573344369610596,0.0245793721947799,5
21,21,Bridelia Sp.,174.13294601791333,5.004974365234375,0.1155727372117035,227.18050538942327,10.543278463254266,0.0002331929038846,0.8881176251285312,0.015237586590835,188.5754296780441,5.004974365234375,0.1168083874396933,226.67364561828785,10.522055117987325,0.0002354122486819,0.8851936523485027,0.0153091830318708,108.919632050351,5.004974365234375,0.1179161233999072,199.3953716848147,10.05369888348031,0.0003105399791417,0.8440505626253643,0.0175864745105143,63.66598886468167,5.004974365234375,0.2451822684457904,33.030846589029146,4.07076438216459,0.0010788182092357,0.9357445311163874,0.0327572052540365,98.32672476397968,5.004974365234375,0.2716688901170876,24.62502379658848,3.524893502731264,0.0010869525003403,0.959945371376558,0.0328788416977391,1
22,22,Pometia Pinnata,192.02475032566215,1.10699462890625,0.1198564204662324,195.03047589349023,10.091876505358709,0.0002759643365332,0.9153729409345046,0.0165822942845745,211.2253582283977,1.10699462890625,0.1515646302266162,188.4580834821043,9.72885552589381,0.0017767390446179,0.8968075607155708,0.0420612424421031,64.34628745115067,1.10699462890625,0.1099319925258768,183.09715259848912,10.109237549784272,0.0003270620222766,0.8804782496169817,0.0180581020438662,90.58282674772036,1.10699462890625,0.172008456389184,64.23249463799985,5.977880663264447,0.0005521391940176,0.938823606626842,0.0234441703166898,123.57153712548848,1.10699462890625,0.2172398636544481,35.802974712162865,4.4096609587519655,0.0008510994020923,0.957505848839878,0.0290944083991817,13
23,23,Sterculia Parviflora,160.42968541722206,1.809173583984375,0.1022338735972676,263.49443330468614,11.660750570398848,0.000220985269758,0.899223381441137,0.0148394355122046,177.25759797387363,1.809173583984375,0.1033368798362021,263.8999909283423,11.68716814179266,0.000229805843549,0.9024588296129424,0.0151312748464071,84.35417222074113,1.809173583984375,0.1031275332973089,232.73588033592907,11.145313615330323,0.0002378573116596,0.8880547349766608,0.0153927878089972,61.54958677685951,1.809173583984375,0.2081685806270479,41.47965462145939,4.789664377665489,0.0007667611914643,0.942384588282409,0.0276219654700133,88.06631564916023,1.809173583984375,0.227606849730136,33.74780708093908,4.2815349296646446,0.0008242063441009,0.9582736839032524,0.0286289532489901,17
24,24,Calophyllum,192.47723609991945,0.593109130859375,0.1222863139203993,156.33722349005706,9.100020103284267,0.000481355697217,0.875465534978437,0.0219177377425372,208.7139403706688,0.593109130859375,0.1264394599138739,150.70137004466977,8.927590352444735,0.0005127674271629,0.8646804365303363,0.0226207543743846,106.44157937147462,0.593109130859375,0.114029723347466,156.75025512253774,9.313656241606244,0.0004434093538213,0.8609843817899796,0.0210322870599925,84.66901692183723,0.593109130859375,0.1983375901342761,40.702642974273815,4.819785592668543,0.0009085859887423,0.9436191574673544,0.0300884139556992,111.02880741337631,0.593109130859375,0.2295530123206339,31.887440170387656,4.197231739335833,0.0010272174687756,0.9617017431506328,0.0319865213716084,2
25,25,Pennisetum Purpureum,147.09157077281017,7.718780517578125,0.0956221551447989,251.906770391372,11.816485860734646,0.0001526564800595,0.9153950173898392,0.0123291903488675,164.54544739986167,7.718780517578125,0.096153562880665,251.04866759737484,11.788164357746124,0.0001724861417226,0.8961946467625281,0.0131057906590354,95.03063887316858,7.718780517578125,0.0952538327969667,246.9053527575753,11.723220273470677,0.0001876253897989,0.878759755425963,0.0136693725633349,37.66658806514494,7.718780517578125,0.2907762123219767,16.805455581870778,3.0642941442527434,0.0018039999777607,0.9473092306917974,0.0423531655435347,58.26065836634597,7.718780517578125,0.2652719622375905,20.159218033865884,3.3970313254119846,0.001282178448672,0.9582186659866544,0.0356900123611892,12
26,26,Sterculia Parviflora,196.9868,2.112030029296875,0.2125621978698475,119.01555844080444,6.904815875410223,0.0006398489065558,0.9460970982276588,0.0252338820705417,207.0732,2.112030029296875,0.2359928900785879,104.61796111129524,6.420910991943734,0.001077213777134,0.9450744712653067,0.032736527320867,85.50537142857142,2.112030029296875,0.1728492481335911,133.4108615398003,7.80146544193213,0.0005746612907106,0.9007812787748464,0.0239103654651207,77.91348571428571,2.112030029296875,0.2490981135479196,67.33930737161418,5.354867544673896,0.0012798446212866,0.9671537843432044,0.0356789825138602,95.24405714285714,2.112030029296875,0.24860616111911,44.82084483473129,4.551315916851757,0.0008912127749874,0.9749422491529376,0.0297687314252313,17
27,27,Campnosperma Auriculatum,203.47341666666668,10.2003173828125,0.1034284627747507,332.22597397807465,12.630998190344874,0.0002212794860549,0.8285370440657833,0.0148367482508943,212.4752976190476,10.2003173828125,0.1137010745100976,321.5000734674304,12.350150472108748,0.0003420979266896,0.8187824080165265,0.0184277279403389,169.54317857142857,10.2003173828125,0.0938825626236307,345.4371906310398,13.073522046394531,0.0001757170184843,0.839999957950995,0.0132232989928098,94.32209523809524,10.2003173828125,0.151917128972003,148.09197481296724,8.24303431950974,0.0003902086773005,0.8783268633178768,0.0196971100313489,148.2562619047619,10.2003173828125,0.1539704491050847,151.94901454003556,8.197284537010873,0.000384340406075,0.8929652568947932,0.0195476708975647,3
28,28,Leea Indica,204.47316584861792,3.7479248046875,0.159831175783587,143.066211209239,8.003120098410564,0.0003914703859465,0.9228540361121784,0.0197326274489686,213.76856755360373,3.7479248046875,0.1659391275851512,142.50285862827127,7.936170509949484,0.0005076335918556,0.9169843282083268,0.0224636364796005,84.59309609919917,3.7479248046875,0.1418902136845921,127.81528122700912,8.010596370166354,0.0003960044968267,0.8913603729869354,0.0198472894290561,95.4237923017308,3.7479248046875,0.1844259555719631,69.83460206039268,5.868742833714585,0.0004578220481298,0.9506178596768698,0.0213368967238599,108.84141694652544,3.7479248046875,0.2195578680494087,51.712483821603485,4.84512935502471,0.0006468303284046,0.955455609582404,0.0253604615718568,11
29,29,Dillenia Suffruticosa,160.38351403947735,0.862213134765625,0.1107415766016329,242.8348185453674,11.085314180383207,0.0002852574959467,0.9046062433523672,0.0168550198296894,182.66430358632192,0.862213134765625,0.1138918327925919,247.27727992997376,11.17015778917559,0.0002907272287554,0.9032855340794934,0.0170181134441128,78.11773700305811,0.862213134765625,0.1067727519354353,198.4827112574815,10.236350240822931,0.0003439153125966,0.8779370084727746,0.0185105335994192,90.31776480400332,0.862213134765625,0.1536549148809209,93.19952041389377,7.081914782182464,0.0004499161825931,0.933951974855004,0.0211543631930794,118.43716986377537,0.862213134765625,0.1697943806633535,76.4236669654676,6.398564177214852,0.0005121989823281,0.9436663785468818,0.0225654595765555,8
30,30,Sterculia Parviflora,199.25555677816905,2.194091796875,0.136709754153023,189.6780018004444,9.173065694726535,0.000391710280988,0.8755705967094168,0.0197490786450906,217.19349691901408,2.194091796875,0.1458933037071501,181.0781536210157,8.925572641194707,0.0004908440597761,0.8693013767665823,0.0221068519046576,113.57680457746478,2.194091796875,0.1281083514245307,184.26256149454977,9.323365550048017,0.0003334162705098,0.8764811218135289,0.0182202674868995,110.0349911971831,2.194091796875,0.1616448234956348,103.53949183057864,7.025152338271955,0.0004810120033495,0.9286094565291362,0.021872754781593,142.2200704225352,2.194091796875,0.2001655804352522,79.97758175591026,5.793578844152414,0.0007164478744738,0.9506952244409812,0.0266880272381446,17
31,31,Ficus Variegata,192.97752631578948,9.22430419921875,0.1017761467973592,355.1628371277636,13.055537499502735,0.0001950212370475,0.8873583459191154,0.013930411720498,212.79951315789475,9.22430419921875,0.1202068657536983,338.4135217889181,12.5878004607819,0.0005816486131852,0.8777371871216191,0.0240346807930034,115.65472368421052,9.22430419921875,0.0909197772286248,316.884164521397,12.80390645248174,0.0001598443157245,0.8737586337818894,0.0126114702575913,120.98984210526316,9.22430419921875,0.1211740812941809,164.21521586285104,9.277870917041788,0.0002124599984707,0.9330498882356888,0.0145352473451041,165.86981578947368,9.22430419921875,0.1615651406775652,92.68044626426764,6.676212501718414,0.0003771476812744,0.9580020054617132,0.0193631023632765,10
32,32,Spathodea Campanulatum,197.87880385128963,13.832672119140623,0.1009418953651614,350.843391733667,13.02572030551409,0.0001946423336737,0.8617897436554882,0.0139203613435188,212.83856033452807,13.832672119140623,0.11883939815854,328.2090704960622,12.48622048394648,0.0005182476401054,0.8511363559052862,0.022678658937902,143.49212875114205,13.832672119140623,0.0896921862659246,354.1241393164014,13.420495921237372,0.0001593331545335,0.8551935337467276,0.012595143915656,98.26104258907864,13.832672119140623,0.1432437156468614,152.58736185579056,8.473391474627121,0.0002862919683955,0.9179862108517464,0.0168757225124096,143.88573511842011,13.832672119140623,0.1605237549719312,122.32847413179412,7.375533457256196,0.0003065352597695,0.942842182120534,0.0174605794874529,16
33,0,Falcataria Moluccana,183.48106211659692,57.421417236328125,0.1015653392546317,390.4612368290198,13.599778951532954,0.0001880833297424,0.805370076953721,0.0136906723429217,203.0095537888494,57.421417236328125,0.1080478580846743,378.76541827035305,13.340117240850017,0.0002232188980126,0.8023095398035451,0.0149107044931979,97.10356230750304,57.421417236328125,0.0869811360145626,364.8345108696779,13.79145241472781,0.0001985763301913,0.7425499207817006,0.0140703959076908,91.49723610415836,57.421417236328125,0.1297237526517564,191.46314380986456,9.595327875648271,0.0002914176970836,0.8791953520893698,0.0170303892387721,122.38766873976532,57.421417236328125,0.1267038036793583,178.48286282180996,9.36014147632553,0.0002799633913064,0.8969454929438117,0.0166909401585232,9
34,1,Ficus Variegata,191.90516911685967,31.824859619140625,0.0843158353720729,664.2179002885581,17.794005421340437,0.0001471570276066,0.8435492476100548,0.0120997535273653,208.8475462375132,31.824859619140625,0.1146000145662295,640.6986228352348,16.98265369298728,0.0008750929406923,0.8377721867202921,0.0294755203651979,78.08381648793771,31.824859619140625,0.0616391103982348,654.3849680446954,18.943068769284743,9.728183335236412e-05,0.7778793041989791,0.009844921084378,104.7365762058468,31.824859619140625,0.0976108114596235,304.1600448681421,12.574222028859992,0.0001402701611682,0.8969395576371897,0.0118127218116637,136.13911410607474,31.824859619140625,0.1100203270052656,233.0507394765452,10.8741370175573,0.0001708738797834,0.9164574195137872,0.0130369099639649,10
35,2,Bridelia Sp.,187.2287189522806,40.43722534179688,0.0975337488567189,350.5337000185982,13.135879367219191,0.0001633012412534,0.8908111982456364,0.012748972432555,208.9341562547042,40.43722534179688,0.1178942976835929,337.87050028774223,12.64857409275361,0.0004832923060365,0.8926570579699346,0.0219068572462595,97.76738220683426,40.43722534179688,0.0846978300460901,344.677904410207,13.563123475995836,0.0001530436529639,0.8493151830399458,0.012342992472803,94.28369110341713,40.43722534179688,0.1427022301259293,111.31898415855063,7.708843702389506,0.0002732451185507,0.9445027690702672,0.0164852631119751,130.20105073009182,40.43722534179688,0.1528215031367536,96.84923887650504,7.083914681691529,0.000285217344164,0.96189345141902,0.016841009029127,1
36,3,Falcataria Moluccana,182.4411542480508,53.03253173828125,0.108671983623029,405.1792272233666,13.51477711498211,0.0001558920456622,0.8785168908655324,0.0124608584302893,202.09169451238415,53.03253173828125,0.1273116136594774,390.4642341901128,13.090068333496092,0.0003823025347317,0.8733862520712508,0.0195080274372575,94.2749824887756,53.03253173828125,0.0902406071069851,376.7332120837675,13.7763205345847,0.0001632368210393,0.8164220917642633,0.0127527101107212,93.20818721508375,53.03253173828125,0.1384200521430514,167.747263585067,8.901905701036096,0.000255176530283,0.9232803620144469,0.0159311684573512,126.48551907862252,53.03253173828125,0.1361334207059493,152.34865298066484,8.601317755194986,0.000247549494996,0.9337701837442672,0.015690223261506,9
